"Unique.IDs","Rank","Anime.Title","English.Title","Synonyms","Score","Scored.by","Type","Source","Episode.Count","Status","Aired.from","Aired.to","Airing.Duration..in.weeks.","Season","Release.Year","Broadcast.Day","Broadcast.JST","Producers","Licensors","Studio","Genre","Theme","Demographic","Duration.per.Episode","Rating","Popularity.Rank","Members","Favorites","Recommended.Votes","Reviews.received","Anime.URLs","Image.URLs"
24415,246,"Kuroko no Basket 3rd Season","Kuroko's Basketball 3","Kuroko no Basuke 3rd Season, The Basketball Which Kuroko Plays",8.3,458921,"TV","Manga",25,"Finished Airing",2015-01-11,2015-06-30,24.29,"Winter","2015","Sunday","01:58","Bandai Visual, Lantis, Nihon Ad Systems, Banpresto, Shueisha, BS11",NA,"Production I.G",NA,"School, Team Sports","Shounen","24 min","PG-13 - Teens 13 or older",246,741522,5080,42,48,"https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/4/68299.jpg?s=047c586d552e0b0ea90cb19074fb6ea8"
2402,247,"Ashita no Joe","Tomorrow's Joe","Rocky Joe, Champion Joe",8.3,22584,"TV","Manga",79,"Finished Airing",1970-04-01,1971-09-29,78,"Spring","1970","Wedneday","19:00","Fuji TV",NA,"Mushi Production","Drama, Sports",NA,"Shounen","25 min","PG-13 - Teens 13 or older",2156,87954,1907,24,31,"https://myanimelist.net/anime/2402/Ashita_no_Joe","https://cdn.myanimelist.net/r/50x70/images/anime/5/64671.jpg?s=dfba4b857b18777714cb8af6fd629ec4"
31043,248,"Boku dake ga Inai Machi","ERASED","The Town Where Only I am Missing, BokuMachi",8.3,1323647,"TV","Manga",12,"Finished Airing",2016-01-08,2016-03-25,11,"Winter","2016","Friday","00:55","Aniplex, Dentsu, Kadokawa Shoten, Fuji TV, DAX Production, Kyoraku Industrial Holdings, Kansai Telecasting, Lawson, Kanetsu Investment, C-one","Aniplex of America","A-1 Pictures","Mystery, Supernatural, Suspense","Psychological, Time Travel","Seinen","23 min","R - 17+ (violence & profanity)",29,2029927,47229,603,738,"https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi","https://cdn.myanimelist.net/r/50x70/images/anime/10/77957.jpg?s=27f147795f08191cf1a96a2b50e1756c"
1365,249,"Detective Conan Movie 06: The Phantom of Baker Street","Case Closed: The Phantom of Baker Street","Meitantei Conan: Baker Street no Bourei",8.3,45653,"Movie","Manga",1,"Finished Airing",2002-04-20,NA,NA,NA,NA,NA,NA,"None found, add some","Funimation","TMS Entertainment","Adventure, Mystery",NA,"Shounen","1 hr 47 min","PG-13 - Teens 13 or older",2356,75944,261,6,8,"https://myanimelist.net/anime/1365/Detective_Conan_Movie_06__The_Phantom_of_Baker_Street","https://cdn.myanimelist.net/r/50x70/images/anime/1400/94320.jpg?s=d3ff77dd3be364a4acd6749dae7f564d"
30230,250,"Diamond no Ace: Second Season","Ace of Diamond: Second Season","Daiya no Ace: Second Season, Ace of the Diamond: 2nd Season",8.3,74513,"TV","Manga",51,"Finished Airing",2015-04-06,2016-03-28,51,"Spring","2015","Monday","18:00","TV Tokyo, Sotsu, Pony Canyon, Kodansha, AT-X",NA,"Production I.G, Madhouse",NA,"School, Team Sports","Shounen","24 min","PG-13 - Teens 13 or older",1597,134197,1055,18,18,"https://myanimelist.net/anime/30230/Diamond_no_Ace__Second_Season","https://cdn.myanimelist.net/r/50x70/images/anime/9/74398.jpg?s=3a65df0ba1e32d5454a294bfbd29fb0e"
3784,251,"Evangelion: 2.0 You Can (Not) Advance","Evangelion: 2.0 You Can (Not) Advance","Evangelion Shin Gekijouban: Ha, Rebuild of Evangelion: 2.0 You Can (Not) Advance, Evangelion 2.22",8.3,323847,"Movie","Original",1,"Finished Airing",2009-07-27,NA,NA,NA,NA,NA,NA,"None found, add some","Funimation","Khara","Action, Drama, Sci-Fi","Mecha, Psychological",NA,"1 hr 52 min","R+ - Mild Nudity",401,527190,3411,69,82,"https://myanimelist.net/anime/3784/Evangelion__20_You_Can_Not_Advance","https://cdn.myanimelist.net/r/50x70/images/anime/5/74983.jpg?s=568a7140c29ba7eff0b06c46b34e2877"
42886,252,"Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu","Legend of the Galactic Heroes: Die Neue These - Collision","The Legend of the Galactic Heroes: The New Thesis 3rd Season, LotGH, Legend of the Galactic Heroes: Die Neue These - Clash",8.3,6848,"Movie","Novel",12,"Finished Airing",2022-03-04,2022-05-13,10,NA,NA,NA,NA,"Shochiku, Wright Staff, Aiming",NA,"Production I.G","Drama, Sci-Fi","Adult Cast, Military, Space",NA,"25 min","R - 17+ (violence & profanity)",4721,19597,112,6,7,"https://myanimelist.net/anime/42886/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Gekitotsu","https://cdn.myanimelist.net/r/50x70/images/anime/1859/118711.jpg?s=f59faad66a14b5807e013a334ece3c33"
41457,253,"86","86 Eighty-Six","Eighty Six",8.29,368156,"TV","Light novel",11,"Finished Airing",2021-04-11,2021-06-20,10,"Spring","2021","Sunday","00:00","Aniplex, Kadokawa, Bandai Spirits",NA,"A-1 Pictures","Action, Drama, Sci-Fi","Mecha, Military",NA,"23 min","R - 17+ (violence & profanity)",259,719057,18325,200,275,"https://myanimelist.net/anime/41457/86","https://cdn.myanimelist.net/r/50x70/images/anime/1987/117507.jpg?s=7493b333a65c70c6e26bf05774a92901"
57,254,"Beck","Beck: Mongolian Chop Squad","BECK",8.29,138199,"TV","Manga",26,"Finished Airing",2004-10-07,2005-03-31,25,"Fall","2004","Thurday","01:30","Marvelous Entertainment, Starchild Records, Asatsu DK, Kodansha","Funimation","Madhouse","Comedy, Drama",NA,"Shounen","25 min","R - 17+ (violence & profanity)",672,332608,8284,127,139,"https://myanimelist.net/anime/57/Beck","https://cdn.myanimelist.net/r/50x70/images/anime/11/11636.jpg?s=5d50bc996ff42f7c3a3cc3a7aa04ddaa"
30346,255,"Doukyuusei (Movie)","Doukyusei -Classmates-",NA,8.29,139942,"Movie","Manga",1,"Finished Airing",2016-02-20,NA,NA,NA,NA,NA,NA,"Aniplex, Half H.P Studio","Aniplex of America","A-1 Pictures",NA,NA,NA,"1 hr","PG-13 - Teens 13 or older",881,261023,6026,85,107,"https://myanimelist.net/anime/30346/Doukyuusei_Movie","https://cdn.myanimelist.net/r/50x70/images/anime/3/78606.jpg?s=0a0a3af1fa785a18e5f4a98988d85df4"
9735,256,"Gintama: Shinyaku Benizakura-hen",NA,"Gintama: Shinyaku Benizakura-hen OVA, Gintama: Benizakura Arc - A New Retelling Special, Gintama Movie: Crimson Sakura Chapter New Edition, Gintama: Shin-yaku Benizakura-hen",8.29,18943,"Special","Manga",1,"Finished Airing",2010-12-15,NA,NA,NA,NA,NA,NA,"None found, add some",NA,"Sunrise","Action, Comedy, Sci-Fi","Historical, Parody, Samurai","Shounen","11 min","PG-13 - Teens 13 or older",3239,42857,53,2,3,"https://myanimelist.net/anime/9735/Gintama__Shinyaku_Benizakura-hen","https://cdn.myanimelist.net/r/50x70/images/anime/12/26966.jpg?s=002ef3c69ccd44b9ba97e5f28c596d5a"
50602,257,"Spy x Family Part 2",NA,NA,8.29,411236,"TV","Manga",13,"Finished Airing",2022-10-01,2022-12-24,12,"Fall","2022","Saturday","23:00","TV Tokyo, Shogakukan-Shueisha Productions, TOHO animation, Shueisha",NA,"Wit Studio, CloverWorks","Action, Comedy",NA,"Shounen","24 min","PG-13 - Teens 13 or older",210,819587,7115,54,89,"https://myanimelist.net/anime/50602/Spy_x_Family_Part_2","https://cdn.myanimelist.net/r/50x70/images/anime/1111/127508.jpg?s=52d896f70821dfc5ccfefc5981254615"
10863,258,"Steins;Gate: Oukoubakko no Poriomania","Steins;Gate: Egoistic Poriomania","Steins Gate Special, Steins Gate Episode 25, Steins Gate OVA",8.29,271299,"Special","Visual novel",1,"Finished Airing",2012-02-22,NA,NA,NA,NA,NA,NA,"Frontier Works","Funimation","White Fox","Comedy, Sci-Fi",NA,NA,"24 min","PG-13 - Teens 13 or older",504,429337,815,34,38,"https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania","https://cdn.myanimelist.net/r/50x70/images/anime/1805/123188.jpg?s=735d985bf1a618343832e05be31c6587"
38826,259,"Tenki no Ko","Weathering with You",NA,8.29,575396,"Movie","Original",1,"Finished Airing",2019-07-19,NA,NA,NA,NA,NA,NA,"TOHO, Lawson HMV Entertainment, JR East Marketing & Communications, Kadokawa, voque ting, STORY, Lawson Entertainment","GKIDS","CoMix Wave Films","Award Winning, Drama, Fantasy, Romance",NA,NA,"1 hr 52 min","PG-13 - Teens 13 or older",157,954885,11977,279,353,"https://myanimelist.net/anime/38826/Tenki_no_Ko","https://cdn.myanimelist.net/r/50x70/images/anime/1880/101146.jpg?s=9af3404e6d1a762ec2ff5730cf7b2929"
486,260,"Kino no Tabi: The Beautiful World","Kino's Journey","Kino's Travels: The Beautiful World",8.29,94071,"TV","Light novel",13,"Finished Airing",2003-04-08,2003-07-08,13,"Spring","2003","Tueday","18:30","WOWOW, Genco, Pony Canyon, Studio Wombat, chara-ani.com, ASCII Media Works","ADV Films, Sentai Filmworks","A.C.G.T.","Adventure, Drama, Fantasy",NA,NA,"24 min","R - 17+ (violence & profanity)",750,305580,6776,106,116,"https://myanimelist.net/anime/486/Kino_no_Tabi__The_Beautiful_World","https://cdn.myanimelist.net/r/50x70/images/anime/1763/95397.jpg?s=2a08354c0c07bf482d35b5c1ea19a74b"
39247,261,"Kobayashi-san Chi no Maid Dragon S","Miss Kobayashi's Dragon Maid S","Kobayashi-san Chi no Maid Dragon 2nd Season, Miss Kobayashi's Dragon Maid 2nd Season",8.29,260858,"TV","Manga",12,"Finished Airing",2021-07-08,2021-09-23,11,"Summer","2021","Thurday","00:00","Lantis, ABC Animation, Heart Company",NA,"Kyoto Animation","Fantasy, Slice of Life",NA,NA,"23 min","PG-13 - Teens 13 or older",394,532641,5778,92,105,"https://myanimelist.net/anime/39247/Kobayashi-san_Chi_no_Maid_Dragon_S","https://cdn.myanimelist.net/r/50x70/images/anime/1252/115539.jpg?s=5549a01aefb94d1d6a0b76b77092b550"
11917,262,"Major: World Series",NA,NA,8.29,20264,"OVA","Manga",2,"Finished Airing",2011-12-16,2012-01-18,4.71,NA,NA,NA,NA,"None found, add some",NA,"SynergySP",NA,NA,"Shounen","28 min","PG-13 - Teens 13 or older",3571,35982,101,2,4,"https://myanimelist.net/anime/11917/Major__World_Series","https://cdn.myanimelist.net/r/50x70/images/anime/5/75220.jpg?s=4ddb39449a7fe629b417dd8b6f16324c"
45,263,"Rurouni Kenshin: Meiji Kenkaku Romantan","Rurouni Kenshin","Samurai X, Wandering Kenshin: Romantic Tales from the Meiji Era",8.29,233306,"TV","Manga",94,"Finished Airing",1996-01-10,1998-09-08,138.86,"Winter","1996","Wedneday","19:30","Aniplex, SME Visual Works, Fuji TV","Media Blasters, Aniplex of America","Gallop, Studio Deen","Action, Adventure, Comedy, Romance","Historical, Samurai","Shounen","25 min","PG-13 - Teens 13 or older",435,485506,10084,83,94,"https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan","https://cdn.myanimelist.net/r/50x70/images/anime/1346/119505.jpg?s=1240a9a535beb6a4593b22f3a6bd48d2"
6675,264,"Redline","Redline","Red line",8.28,197795,"Movie","Original",1,"Finished Airing",2009-08-14,NA,NA,NA,NA,NA,NA,"Tohokushinsha Film Corporation","Anchor Bay Films","Madhouse","Action, Sci-Fi","Adult Cast, Racing",NA,"1 hr 42 min","R+ - Mild Nudity",610,366105,5461,120,141,"https://myanimelist.net/anime/6675/Redline","https://cdn.myanimelist.net/r/50x70/images/anime/12/28553.jpg?s=7599b6753f08d5091209534974c60b2c"
13125,265,"Shinsekai yori","From the New World","Shin Sekai Yori",8.28,273068,"TV","Novel",25,"Finished Airing",2012-09-29,2013-03-23,25,"Fall","2012","Saturday","00:30","Aniplex, TV Asahi, Pony Canyon","Sentai Filmworks","A-1 Pictures","Drama, Fantasy, Horror, Mystery, Sci-Fi",NA,NA,"22 min","R - 17+ (violence & profanity)",239,764388,21914,386,462,"https://myanimelist.net/anime/13125/Shinsekai_yori","https://cdn.myanimelist.net/r/50x70/images/anime/1549/136389.jpg?s=0727970445cb77f7dab539e45f5551e9"
25835,266,"Shirobako","Shirobako","White Box",8.28,140253,"TV","Original",24,"Finished Airing",2014-10-09,2015-03-26,24,"Fall","2014","Thurday","23:30","Sotsu, Movic, Warner Bros. Japan, KlockWorx, Showgate, Infinite, Imagine","Sentai Filmworks","P.A. Works","Award Winning, Comedy, Drama","Adult Cast, Otaku Culture, Workplace",NA,"24 min","PG-13 - Teens 13 or older",497,436845,6240,104,112,"https://myanimelist.net/anime/25835/Shirobako","https://cdn.myanimelist.net/r/50x70/images/anime/1918/93511.jpg?s=b802f6b471585b9dd962ca67956a8997"
38691,267,"Dr. Stone","Dr. Stone",NA,8.28,1010859,"TV","Manga",24,"Finished Airing",2019-07-05,2019-12-13,23,"Summer","2019","Friday","22:00","TOHO animation, Shueisha, 8PAN","Funimation, Crunchyroll","TMS Entertainment","Adventure, Comedy, Sci-Fi","Survival, Time Travel","Shounen","24 min","PG-13 - Teens 13 or older",54,1669511,27481,200,275,"https://myanimelist.net/anime/38691/Dr_Stone","https://cdn.myanimelist.net/r/50x70/images/anime/1613/102576.jpg?s=44aa2af9cfc2523f9feb07d2b13d4196"
10087,268,"Fate/Zero","Fate/Zero",NA,8.28,841926,"TV","Light novel",13,"Finished Airing",2011-10-02,2011-12-25,12,"Fall","2011","Sunday","00:00","Aniplex, Nitroplus, Seikaisha, Notes","Aniplex of America","ufotable","Action, Fantasy, Supernatural",NA,NA,"28 min","R - 17+ (violence & profanity)",73,1467781,33383,208,241,"https://myanimelist.net/anime/10087/Fate_Zero","https://cdn.myanimelist.net/r/50x70/images/anime/1887/117644.jpg?s=2d08381c9d71958d6e484f18d3520dbf"
10408,269,"Hotarubi no Mori e","Into the Forest of Fireflies' Light","The Light of a Firefly Forest",8.28,449378,"Movie","Manga",1,"Finished Airing",2011-09-17,NA,NA,NA,NA,NA,NA,"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha, DAX Production",NA,"Brain's Base","Award Winning, Drama, Romance, Supernatural",NA,"Shoujo","45 min","G - All Ages",215,803296,10185,178,207,"https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e","https://cdn.myanimelist.net/r/50x70/images/anime/1599/112267.jpg?s=7e39477791c4d80525b1bed137843e6c"
22507,270,"Initial D Final Stage",NA,NA,8.28,70046,"TV","Manga",4,"Finished Airing",2014-05-16,2014-06-22,5.29,"Spring","2014","Unknown",NA,"Avex Entertainment",NA,"SynergySP",NA,NA,"Seinen","27 min","PG-13 - Teens 13 or older",1577,136176,916,11,16,"https://myanimelist.net/anime/22507/Initial_D_Final_Stage","https://cdn.myanimelist.net/r/50x70/images/anime/1404/101364.jpg?s=4b86bed406f4857238a10d2dc938ba46"
43325,271,"Yuukoku no Moriarty Part 2","Moriarty the Patriot Part 2","Moriarty's Patriotism Part 2, Moriarty the Patriot 2",8.28,107360,"TV","Manga",13,"Finished Airing",2021-04-04,2021-06-27,12,"Spring","2021","Sunday","22:30","Mainichi Broadcasting System, Shueisha, Yomiuri TV Enterprise, Bandai Namco Arts, Bandai Spirits","Funimation","Production I.G","Mystery, Suspense","Adult Cast, Historical, Organized Crime, Psychological","Shounen","23 min","R - 17+ (violence & profanity)",969,237271,2996,41,51,"https://myanimelist.net/anime/43325/Yuukoku_no_Moriarty_Part_2","https://cdn.myanimelist.net/r/50x70/images/anime/1200/111522.jpg?s=d1ea6fe76efd7a9ace6d5da93726e431"
759,272,"Tokyo Godfathers","Tokyo Godfathers",NA,8.27,140767,"Movie","Original",1,"Finished Airing",2003-11-08,NA,NA,NA,NA,NA,NA,"Dentsu, Genco, Tohokushinsha Film Corporation","Sony Pictures Entertainment, GKIDS","Madhouse","Award Winning, Comedy, Drama",NA,NA,"1 hr 32 min","PG-13 - Teens 13 or older",819,282471,2486,59,61,"https://myanimelist.net/anime/759/Tokyo_Godfathers","https://cdn.myanimelist.net/r/50x70/images/anime/1480/132791.jpg?s=fbfacf761cb4fc184fc875dc10ba127a"
2685,273,"Tsubasa: Tokyo Revelations","Tsubasa RESERVoir CHRoNiCLE: Tokyo Revelations","Tsubasa Reservoir Chronicle OVA, Tsubasa Reservoir Chronicle: Tokyo Revelations",8.27,44623,"OVA","Manga",3,"Finished Airing",2007-11-16,2008-03-17,17.43,NA,NA,NA,NA,"Kodansha","Funimation","Production I.G","Action, Adventure, Drama, Fantasy, Romance",NA,"Shounen","24 min","R - 17+ (violence & profanity)",2071,94031,834,24,25,"https://myanimelist.net/anime/2685/Tsubasa__Tokyo_Revelations","https://cdn.myanimelist.net/r/50x70/images/anime/4/49129.jpg?s=b6656eaf9f8437a1100c6e45b90aabe7"
44940,274,"World Trigger 3rd Season",NA,NA,8.27,40478,"TV","Manga",14,"Finished Airing",2021-10-10,2022-01-23,15,"Fall","2021","Sunday","01:30","TV Asahi",NA,"Toei Animation","Action, Sci-Fi",NA,"Shounen","23 min","PG-13 - Teens 13 or older",1876,108728,1087,14,16,"https://myanimelist.net/anime/44940/World_Trigger_3rd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/1617/117474.jpg?s=d98a6c562770831a0c20e780cac505fb"
34798,275,"Yuru Camp△","Laid-Back Camp","Yurukyan",8.27,207712,"TV","Manga",12,"Finished Airing",2018-01-04,2018-03-22,11,"Winter","2018","Thurday","23:00","Sotsu, AT-X, Sony Music Communications, MAGES., 81 Produce, BS11, FuRyu, Crunchyroll SC Anime Fund",NA,"C-Station",NA,"CGDCT, Iyashikei",NA,"23 min","PG-13 - Teens 13 or older",456,470172,10795,181,194,"https://myanimelist.net/anime/34798/Yuru_Camp△","https://cdn.myanimelist.net/r/50x70/images/anime/4/89877.jpg?s=8e699d9f6546f445c3810a311be6fbac"
43,276,"Koukaku Kidoutai","Ghost in the Shell","Ghost in the Shell",8.27,321211,"Movie","Manga",1,"Finished Airing",1995-11-18,NA,NA,NA,NA,NA,NA,"Bandai Visual, Kodansha","Manga Entertainment","Production I.G","Action, Award Winning, Mystery, Sci-Fi, Suspense","Adult Cast, Detective, Mecha, Psychological","Seinen","1 hr 22 min","R+ - Mild Nudity",330,615917,12608,116,137,"https://myanimelist.net/anime/43/Koukaku_Kidoutai","https://cdn.myanimelist.net/r/50x70/images/anime/10/82594.jpg?s=077dce74e000ea7dcd77c738bd1cbee0"
1698,277,"Nodame Cantabile","Nodame Cantabile",NA,8.27,127748,"TV","Manga",23,"Finished Airing",2007-01-12,2007-06-15,22,"Winter","2007","Thurday","21:00","Dentsu, Genco, SKY Perfect Well Think, Kodansha, Fuji TV, Magic Capsule, Asmik Ace, Sony Music Entertainment, Fujipacific Music",NA,"J.C.Staff","Comedy, Romance","Adult Cast, Music","Josei","22 min","PG-13 - Teens 13 or older",740,309308,4922,94,101,"https://myanimelist.net/anime/1698/Nodame_Cantabile","https://cdn.myanimelist.net/r/50x70/images/anime/9/11986.jpg?s=026366b29c73b058d45e0c357408c23b"
51440,278,"Sasaki to Miyano Movie: Sotsugyou-hen","Sasaki and Miyano: Graduation","Sasamiya",8.27,3330,"Movie","Manga",1,"Finished Airing",2023-02-17,NA,NA,NA,NA,NA,NA,"None found, add some",NA,"Studio Deen",NA,"Otaku Culture, School",NA,"51 min","PG-13 - Teens 13 or older",3775,31949,270,2,2,"https://myanimelist.net/anime/51440/Sasaki_to_Miyano_Movie__Sotsugyou-hen","https://cdn.myanimelist.net/r/50x70/images/anime/1574/128922.jpg?s=3400ad5f51bb5e70fabc7d3e2b0a99d0"
19363,279,"Gin no Saji 2nd Season","Silver Spoon 2nd Season",NA,8.27,88286,"TV","Manga",11,"Finished Airing",2014-01-10,2014-03-28,11,"Winter","2014","Friday","00:50","Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings","Aniplex of America","A-1 Pictures",NA,NA,"Shounen","24 min","PG-13 - Teens 13 or older",1519,142992,664,19,19,"https://myanimelist.net/anime/19363/Gin_no_Saji_2nd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/8/57995.jpg?s=d806795b776cf4503cedcfaa83a6b25a"
51805,280,"Ginga Eiyuu Densetsu: Die Neue These - Sakubou","Legend of the Galactic Heroes: Die Neue These - Intrigue","Legend of the Galactic Heroes: Die Neue These, Ginga Eiyuu Densetsu: Die Neue These Fourth Season, Ginga Eiyuu Densetsu: Die Neue These 4th Season",8.27,4563,"Movie","Novel",12,"Finished Airing",2022-09-30,2022-11-25,8,NA,NA,NA,NA,"Shochiku, Wright Staff, Aiming",NA,"Production I.G","Drama, Sci-Fi","Adult Cast, Military, Space",NA,"25 min","R - 17+ (violence & profanity)",5619,12529,54,6,6,"https://myanimelist.net/anime/51805/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Sakubou","https://cdn.myanimelist.net/r/50x70/images/anime/1700/123762.jpg?s=59fcffe823b0e36eb09507e2d22fbb9c"
3002,281,"Gyakkyou Burai Kaiji: Ultimate Survivor","Kaiji: Ultimate Survivor","Tobaku Mokushiroku Kaiji, The Suffering Pariah Kaiji",8.27,157209,"TV","Manga",26,"Finished Airing",2007-10-03,2008-04-02,26,"Fall","2007","Wedneday","00:59","VAP, Nippon Television Network","Sentai Filmworks","Madhouse",NA,"Adult Cast, High Stakes Game, Psychological, Strategy Game","Seinen","23 min","R - 17+ (violence & profanity)",655,344640,9882,103,122,"https://myanimelist.net/anime/3002/Gyakkyou_Burai_Kaiji__Ultimate_Survivor","https://cdn.myanimelist.net/r/50x70/images/anime/12/80032.jpg?s=6ef986d09947548bafdd283a291c3039"
54856,282,"Horimiya: Piece","Horimiya: The Missing Pieces",NA,8.27,71053,"TV","Manga",13,"Finished Airing",2023-07-01,2023-09-23,12,"Summer","2023","Saturday","23:30","Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Kanetsu Investment, Global Solutions, Mirai-Kojo",NA,"CloverWorks",NA,NA,"Shounen","23 min","PG-13 - Teens 13 or older",939,245022,1999,31,42,"https://myanimelist.net/anime/54856/Horimiya__Piece","https://cdn.myanimelist.net/r/50x70/images/anime/1007/136277.jpg?s=d22b7899092ba971fcb188f8d69885e3"
52578,283,"Boku no Kokoro no Yabai Yatsu","The Dangers in My Heart","Bokuyaba",8.26,94748,"TV","Manga",12,"Finished Airing",2023-04-02,2023-06-18,11,"Spring","2023","Sunday","01:30","Dentsu, TV Asahi, Movic, Magic Capsule, Avex Pictures, Akita Shoten, BS Asahi, TV Asahi Music","Sentai Filmworks","Shin-Ei Animation","Comedy, Romance",NA,"Shounen","23 min","PG-13 - Teens 13 or older",1117,206298,2811,78,96,"https://myanimelist.net/anime/52578/Boku_no_Kokoro_no_Yabai_Yatsu","https://cdn.myanimelist.net/r/50x70/images/anime/1545/133887.jpg?s=d55b84a17c657abd2ad723530fa6ba62"
38731,284,"Diamond no Ace: Act II","Ace of Diamond Act II","Daiya no Ace: Act II",8.26,43084,"TV","Manga",52,"Finished Airing",2019-04-02,2020-03-31,52,"Spring","2019","Tueday","17:55","TV Tokyo, Sotsu, Pony Canyon, Kodansha, AT-X, DAX Production",NA,"Madhouse",NA,"School, Team Sports","Shounen","24 min","PG-13 - Teens 13 or older",2174,86704,955,13,20,"https://myanimelist.net/anime/38731/Diamond_no_Ace__Act_II","https://cdn.myanimelist.net/r/50x70/images/anime/1153/100511.jpg?s=c363ec119a3569f7a9dadbd252f792c2"
36371,285,"Ginga Eiyuu Densetsu: Die Neue These - Seiran 3","Legend of the Galactic Heroes: Die Neue These - Stellar War Part 3","The Legend of the Galactic Heroes: The New Thesis - Stellar War Part 3, Ginga Eiyuu Densetsu: Die Neue These 2nd Season",8.26,12264,"Movie","Novel",4,"Finished Airing",2019-11-29,NA,NA,NA,NA,NA,NA,"Shochiku",NA,"Production I.G","Drama, Sci-Fi","Adult Cast, Military, Space",NA,"25 min","R - 17+ (violence & profanity)",4245,24954,97,3,4,"https://myanimelist.net/anime/36371/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_3","https://cdn.myanimelist.net/r/50x70/images/anime/1782/103917.jpg?s=0fe7477b328c76bd9850fef269a66da1"
264,286,"Hajime no Ippo: Champion Road","Fighting Spirit: Champion Road","The First Step - Champion Road",8.26,80458,"Special","Manga",1,"Finished Airing",2003-04-18,NA,NA,NA,NA,NA,NA,"None found, add some","Discotek Media, Geneon Entertainment USA","Madhouse",NA,NA,"Shounen","1 hr 30 min","PG-13 - Teens 13 or older",1614,132238,225,12,12,"https://myanimelist.net/anime/264/Hajime_no_Ippo__Champion_Road","https://cdn.myanimelist.net/r/50x70/images/anime/9/2361.jpg?s=f1ddfbfbb023578ce33a4a1bb3683f9f"
23327,287,"Space☆Dandy 2nd Season","Space Dandy 2nd Season","SpaceâDandy Second Season",8.26,87161,"TV","Original",13,"Finished Airing",2014-07-06,2014-09-25,11.57,"Summer","2014","Unknown",NA,"Bandai Visual, flying DOG, Bandai Namco Entertainment","Funimation","Bones","Comedy, Sci-Fi","Adult Cast, Space",NA,"24 min","PG-13 - Teens 13 or older",1373,164036,1831,36,39,"https://myanimelist.net/anime/23327/Space☆Dandy_2nd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/3/64451.jpg?s=1fb496003d72edf4a42b23221cd3dd9d"
