"Unique.IDs","Ranking","Anime.Title","Synonyms","Score","Type","Source","Episode.Count","Status","Aired.from","Aired.to","Season","Release.Year","Broadcast","Producers","Licensors","Studio","Genre","Theme","Demographic","Duration","Rating","Popularity.Ranking","Member.Views","Favorite.Marks","Recommended.Numbers","Total.reviews","Anime.URLs","Picture.URLs"
37991,89,"JoJo no Kimyou na Bouken Part 5: Ougon no Kaze","JoJo's Bizarre Adventure Part 5: Golden Wind, JoJo no Kimyou na Bouken Part 5: Ougon no Kaze, Le Bizzarre Avventure Di GioGio Parte 5: Vento Aureo",8.58,"TV","Manga",39,"Finished Airing","Oct 6, 2018","Jul 28, 2019","Fall","2018","Saturdays at 01:05 (JST)","Warner Bros. Japan","VIZ Media","David Production","Action, Adventure, Supernatural",NA,"Shounen","23 min. per ep.","R - 17+ (violence & profanity)",153,981358,30973,119,153,"https://myanimelist.net/anime/37991/JoJo_no_Kimyou_na_Bouken_Part_5__Ougon_no_Kaze","https://cdn.myanimelist.net/r/50x70/images/anime/1572/95010.jpg?s=88db8e76960fce4e7aaa69f71cfbb4cb"
50265,90,"Spy x Family",NA,8.58,"TV","Manga",12,"Finished Airing","Apr 9, 2022","Jun 25, 2022","Spring","2022","Saturdays at 23:00 (JST)","TV Tokyo, Shogakukan-Shueisha Productions, TOHO animation, Shueisha","Funimation","Wit Studio, CloverWorks","Action, Award Winning, Comedy",NA,"Shounen","24 min. per ep.","PG-13 - Teens 13 or older",80,1418827,38136,270,331,"https://myanimelist.net/anime/50265/Spy_x_Family","https://cdn.myanimelist.net/r/50x70/images/anime/1441/122795.jpg?s=ba5838dcfffe4a5cd4988e09d8436c79"
4565,91,"Tengen Toppa Gurren Lagann Movie 2: Lagann-hen","Tengen Toppa Gurren Lagann Movie 2",8.57,"Movie","Original",1,"Finished Airing","Apr 22, 2009",NA,NA,NA,NA,"Aniplex","Aniplex of America","Gainax","Action, Sci-Fi","Mecha, Space, Super Power",NA,"2 hr. 5 min.","R+ - Mild Nudity",1098,210119,964,21,22,"https://myanimelist.net/anime/4565/Tengen_Toppa_Gurren_Lagann_Movie_2__Lagann-hen","https://cdn.myanimelist.net/r/50x70/images/anime/12/19698.jpg?s=1be69978bb463a9b8284565cbf1bfb2f"
33,92,"Kenpuu Denki Berserk","Berserk: The Chronicles of Wind Blades, Sword-Wind Chronicle Berserk",8.57,"TV","Manga",25,"Finished Airing","Oct 8, 1997","Apr 1, 1998","Fall","1997","Wednesdays at 01:45 (JST)","VAP, Hakusensha, Nippon Television Network",NA,"OLM","Action, Adventure, Drama, Fantasy, Horror","Gore, Military","Seinen","25 min. per ep.","R+ - Mild Nudity",324,626044,26299,221,246,"https://myanimelist.net/anime/33/Kenpuu_Denki_Berserk","https://cdn.myanimelist.net/r/50x70/images/anime/1384/119988.jpg?s=9260c7baa7b55d81d9f6375b55a803e6"
31757,93,"Kizumonogatari II: Nekketsu-hen","Koyomi Vamp, Kizumonogatari Part 2",8.57,"Movie","Light novel",1,"Finished Airing","Aug 19, 2016",NA,NA,NA,NA,"Aniplex, Kodansha","Aniplex of America","Shaft","Action, Mystery, Supernatural",NA,NA,"1 hr. 4 min.","R - 17+ (violence & profanity)",499,432090,2305,26,34,"https://myanimelist.net/anime/31757/Kizumonogatari_II__Nekketsu-hen","https://cdn.myanimelist.net/r/50x70/images/anime/1981/112812.jpg?s=be1337b450cee892a1083242c5e526c2"
32983,94,"Natsume Yuujinchou Go","Natsume Yuujinchou Season 5, Natsume's Book of Friends Five",8.57,"TV","Manga",11,"Finished Airing","Oct 5, 2016","Dec 21, 2016","Fall","2016","Wednesdays at 01:35 (JST)","TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha",NA,"Shuka","Drama, Slice of Life, Supernatural","Iyashikei, Mythology","Shoujo","23 min. per ep.","PG-13 - Teens 13 or older",1260,180208,810,7,8,"https://myanimelist.net/anime/32983/Natsume_Yuujinchou_Go","https://cdn.myanimelist.net/r/50x70/images/anime/11/81755.jpg?s=54d7dafe4652b04b40d97d5d6d97d18d"
10379,95,"Natsume Yuujinchou San","Natsume Yuujinchou Three, Natsume Yuujinchou 3, Natsume Yujincho 3",8.57,"TV","Manga",13,"Finished Airing","Jul 5, 2011","Sep 27, 2011","Summer","2011","Tuesdays at 01:30 (JST)","Aniplex, Sakura Create","NIS America, Inc.","Brain's Base","Drama, Slice of Life, Supernatural","Iyashikei, Mythology","Shoujo","24 min. per ep.","PG-13 - Teens 13 or older",935,246779,1392,14,15,"https://myanimelist.net/anime/10379/Natsume_Yuujinchou_San","https://cdn.myanimelist.net/r/50x70/images/anime/8/82394.jpg?s=f3bc38aa1e6c10580687828856d8dc28"
12355,96,"Ookami Kodomo no Ame to Yuki","The Wolf Children Ame and Yuki",8.57,"Movie","Original",1,"Finished Airing","Jul 21, 2012",NA,NA,NA,NA,"Madhouse, VAP, Dentsu, Yomiuri Telecasting, Kadokawa Shoten, TOHO, Hiroshima Television","Funimation","Studio Chizu","Award Winning, Fantasy, Slice of Life",NA,NA,"1 hr. 57 min.","PG-13 - Teens 13 or older",224,794516,11217,204,233,"https://myanimelist.net/anime/12355/Ookami_Kodomo_no_Ame_to_Yuki","https://cdn.myanimelist.net/r/50x70/images/anime/9/35721.jpg?s=3cb7f7062c2ef1c69ab18d7e3c04af2b"
28735,97,"Shouwa Genroku Rakugo Shinjuu","Showa and Genroku Era Lover's Suicide Through Rakugo",8.57,"TV","Manga",13,"Finished Airing","Jan 9, 2016","Apr 2, 2016","Winter","2016","Saturdays at 02:25 (JST)","Starchild Records, Mainichi Broadcasting System, Kodansha, DAX Production",NA,"Studio Deen",NA,"Historical, Love Polygon, Performing Arts","Josei","26 min. per ep.","PG-13 - Teens 13 or older",812,284984,5763,81,86,"https://myanimelist.net/anime/28735/Shouwa_Genroku_Rakugo_Shinjuu","https://cdn.myanimelist.net/r/50x70/images/anime/1354/124768.jpg?s=43c2faea5a0fef34fb80dfd028ec808e"
7785,98,"Yojouhan Shinwa Taikei","Yojo-Han Shinwa Taikei, Yojou-Han Shinwa Taikei, Yojohan Shinwa Taikei",8.56,"TV","Novel",11,"Finished Airing","Apr 23, 2010","Jul 2, 2010","Spring","2010","Fridays at 00:45 (JST)","Dentsu, Kadokawa Shoten, Fuji TV, TOHO, Asmik Ace, Tohokushinsha Film Corporation, Sony Music Entertainment, Fujipacific Music","Funimation","Madhouse","Award Winning, Comedy, Mystery, Romance","Psychological, Time Travel",NA,"22 min. per ep.","R - 17+ (violence & profanity)",496,437176,17895,165,192,"https://myanimelist.net/anime/7785/Yojouhan_Shinwa_Taikei","https://cdn.myanimelist.net/r/50x70/images/anime/1633/123689.jpg?s=6d15cd9c92692a0972c789132792888c"
36098,99,"Kimi no Suizou wo Tabetai","KimiSui, Let Me Eat Your Pancreas",8.55,"Movie","Novel",1,"Finished Airing","Sep 1, 2018",NA,NA,NA,NA,"Aniplex, ABC Animation","Aniplex of America","Studio VOLN","Drama, Romance",NA,NA,"1 hr. 48 min.","PG-13 - Teens 13 or older",165,921106,19977,223,280,"https://myanimelist.net/anime/36098/Kimi_no_Suizou_wo_Tabetai","https://cdn.myanimelist.net/r/50x70/images/anime/1768/93291.jpg?s=9511a058515d30808733fff309b97756"
32,100,"Neon Genesis Evangelion: The End of Evangelion","Shinseiki Evangelion Gekijouban: The End of Evangelion",8.55,"Movie","Original",1,"Finished Airing","Jul 19, 1997",NA,NA,NA,NA,"TV Tokyo, Toei Animation, Kadokawa Shoten, Movic, Sega, TV Tokyo Music, King Records, Audio Tanaka","GKIDS","Gainax, Production I.G","Avant Garde, Drama, Sci-Fi","Mecha, Psychological",NA,"1 hr. 26 min.","R+ - Mild Nudity",176,899729,27992,162,211,"https://myanimelist.net/anime/32/Neon_Genesis_Evangelion__The_End_of_Evangelion","https://cdn.myanimelist.net/r/50x70/images/anime/1404/98182.jpg?s=890ec3587370861a797eb6b38b2ef21a"
40664,101,"Shoujo☆Kageki Revue Starlight Movie",NA,8.55,"Movie","Original",1,"Finished Airing","Jun 4, 2021",NA,NA,NA,NA,"Bushiroad","Sentai Filmworks","Kinema Citrus",NA,"Music, Performing Arts, School",NA,"2 hr.","PG-13 - Teens 13 or older",4949,17406,739,16,18,"https://myanimelist.net/anime/40664/Shoujo☆Kageki_Revue_Starlight_Movie","https://cdn.myanimelist.net/r/50x70/images/anime/1655/114440.jpg?s=ab83f4bf2fe34fb7e5b3f677456f6874"
44511,102,"Chainsaw Man",NA,8.55,"TV","Manga",12,"Finished Airing","Oct 12, 2022","Dec 28, 2022","Fall","2022","Wednesdays at 00:00 (JST)","None found, add some",NA,"MAPPA","Action, Fantasy",NA,"Shounen","24 min. per ep.","R - 17+ (violence & profanity)",90,1362295,43694,236,373,"https://myanimelist.net/anime/44511/Chainsaw_Man","https://cdn.myanimelist.net/r/50x70/images/anime/1806/126216.jpg?s=8e4d9184579f166e9adff4987b274192"
11741,103,"Fate/Zero 2nd Season","Fate/Zero Second Season",8.55,"TV","Light novel",12,"Finished Airing","Apr 8, 2012","Jun 24, 2012","Spring","2012","Sundays at 00:00 (JST)","Aniplex, Nitroplus, Seikaisha, Notes","Aniplex of America","ufotable","Action, Fantasy, Supernatural",NA,NA,"24 min. per ep.","R - 17+ (violence & profanity)",130,1090300,20244,134,148,"https://myanimelist.net/anime/11741/Fate_Zero_2nd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/1522/117645.jpg?s=e54dcf99dc0874bc5b228ebe8496c857"
40417,104,"Fruits Basket 2nd Season","Fruits Basket (2019) 2nd Season, Furuba, Fruits Basket (Kouhen)",8.55,"TV","Manga",25,"Finished Airing","Apr 7, 2020","Sep 22, 2020","Spring","2020","Tuesdays at 01:30 (JST)","TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music, 8PAN","Funimation","TMS Entertainment","Drama, Romance, Supernatural",NA,"Shoujo","23 min. per ep.","PG-13 - Teens 13 or older",438,484959,5857,51,65,"https://myanimelist.net/anime/40417/Fruits_Basket_2nd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/1972/111635.jpg?s=9f6f5fa524e70efe80167f14f18b9163"
40776,105,"Haikyuu!! To the Top Part 2","Haikyu!! TO THE TOP 2nd-cour, Haikyu!! TO THE TOP Part 2",8.55,"TV","Manga",12,"Finished Airing","Oct 3, 2020","Dec 19, 2020","Fall","2020","Saturdays at 02:25 (JST)","Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha","Sentai Filmworks","Production I.G",NA,"School, Team Sports","Shounen","23 min. per ep.","PG-13 - Teens 13 or older",234,776589,5989,56,86,"https://myanimelist.net/anime/40776/Haikyuu_To_the_Top_Part_2","https://cdn.myanimelist.net/r/50x70/images/anime/1453/106768.jpg?s=08662a9ed32a8637dbdfa92f67949078"
5300,106,"Zoku Natsume Yuujinchou","Natsume Yuujinchou Two, Natsume Yuujinchou 2, Natsume Yujincho 2",8.54,"TV","Manga",13,"Finished Airing","Jan 6, 2009","Mar 31, 2009","Winter","2009","Tuesdays at 01:00 (JST)","Aniplex, Nihon Ad Systems","NIS America, Inc.","Brain's Base","Drama, Slice of Life, Supernatural","Iyashikei, Mythology","Shoujo","24 min. per ep.","PG-13 - Teens 13 or older",947,242807,1432,21,22,"https://myanimelist.net/anime/5300/Zoku_Natsume_Yuujinchou","https://cdn.myanimelist.net/r/50x70/images/anime/4/79738.jpg?s=dbd5bb99becb12fa6d689196afefa1ff"
877,107,"Nana",NA,8.54,"TV","Manga",47,"Finished Airing","Apr 5, 2006","Mar 28, 2007","Spring","2006","Wednesdays at 23:25 (JST)","VAP, Nippon Television Network, Shueisha","VIZ Media, Sentai Filmworks","Madhouse","Drama, Romance","Adult CastAdult Cast, Love Polygon, Music","Shoujo","23 min. per ep.","R+ - Mild Nudity",313,635258,28124,233,255,"https://myanimelist.net/anime/877/Nana","https://cdn.myanimelist.net/r/50x70/images/anime/2/11232.jpg?s=fdcbc61fd7e6407fe3810192a1684acd"
437,108,"Perfect Blue",NA,8.54,"Movie","Novel",1,"Finished Airing","Feb 28, 1998",NA,NA,NA,NA,"Rex Entertainment","GKIDS","Madhouse, ONIRO","Avant Garde, Drama, Horror","Adult CastAdult Cast, Psychological, Showbiz",NA,"1 hr. 21 min.","R+ - Mild Nudity",287,674414,18395,163,185,"https://myanimelist.net/anime/437/Perfect_Blue","https://cdn.myanimelist.net/r/50x70/images/anime/1254/134212.jpg?s=7dfea9c50cf4f2f36f8dc71fdd55d943"
16498,109,"Shingeki no Kyojin","AoT, SnK",8.54,"TV","Manga",25,"Finished Airing","Apr 7, 2013","Sep 29, 2013","Spring","2013","Sundays at 01:58 (JST)","Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Mad Box, Pony Canyon Enterprises","Funimation","Wit Studio","Action, Award Winning, Drama, Suspense","Gore, Military, Survival","Shounen","24 min. per ep.","R - 17+ (violence & profanity)",1,3809954,166195,698,877,"https://myanimelist.net/anime/16498/Shingeki_no_Kyojin","https://cdn.myanimelist.net/r/50x70/images/anime/10/47347.jpg?s=29949c6e892df123f0b0563e836d3d98"
170,110,"Slam Dunk",NA,8.54,"TV","Manga",101,"Finished Airing","Oct 16, 1993","Mar 23, 1996","Fall","1993","Unknown","TV Asahi","Geneon Entertainment USA","Toei Animation",NA,"School, Team Sports","Shounen","23 min. per ep.","PG-13 - Teens 13 or older",800,289876,7062,44,56,"https://myanimelist.net/anime/170/Slam_Dunk","https://cdn.myanimelist.net/r/50x70/images/anime/12/86890.jpg?s=bfc7954502569ff5c4d3533dcde8230f"
21329,111,"Mushishi: Hihamukage","Mushi-shi Tokubetsu-hen: Hihamu Kage, Mushishi Special: Hihamukage",8.53,"Special","Manga",1,"Finished Airing","Jan 4, 2014",NA,NA,NA,NA,"Aniplex, Kodansha, Delfi Sound",NA,"Artland","Adventure, Mystery, Slice of Life, Supernatural","Adult CastAdult Cast, Historical, Iyashikei","Seinen","45 min.","PG-13 - Teens 13 or older",1584,135504,183,12,13,"https://myanimelist.net/anime/21329/Mushishi__Hihamukage","https://cdn.myanimelist.net/r/50x70/images/anime/10/59315.jpg?s=a45594e7790d4a09b63722ca901cff1c"
40834,112,"Ousama Ranking","King Ranking",8.53,"TV","Web manga",23,"Finished Airing","Oct 15, 2021","Mar 25, 2022","Fall","2021","Fridays at 00:55 (JST)","Aniplex, Dentsu, Fuji TV, Kadokawa, Bandai Spirits","Funimation","Wit Studio","Adventure, Fantasy",NA,NA,"22 min. per ep.","PG-13 - Teens 13 or older",340,601207,12268,174,232,"https://myanimelist.net/anime/40834/Ousama_Ranking","https://cdn.myanimelist.net/r/50x70/images/anime/1347/117616.jpg?s=1fc7d9cfcad3dfca1cee2e11b5b74ef4"
12365,113,"Bakuman. 3rd Season","Bakuman Season 3",8.53,"TV","Manga",25,"Finished Airing","Oct 6, 2012","Mar 30, 2013","Fall","2012","Unknown","NHK, Shueisha",NA,"J.C.Staff","Comedy, Drama, Romance",NA,"Shounen","24 min. per ep.","PG-13 - Teens 13 or older",699,324223,2935,48,53,"https://myanimelist.net/anime/12365/Bakuman_3rd_Season","https://cdn.myanimelist.net/r/50x70/images/anime/6/41845.jpg?s=3e8c09dddfce41e17d602c0cd81875e1"
30484,114,"Steins;Gate 0","Steins,Gate Zero",8.53,"TV","Visual novel",23,"Finished Airing","Apr 12, 2018","Sep 27, 2018","Spring","2018","Thursdays at 01:35 (JST)","Frontier Works, Movic, Kadokawa","Funimation","White Fox","Drama, Sci-Fi, Suspense",NA,NA,"23 min. per ep.","PG-13 - Teens 13 or older",193,844819,11557,131,184,"https://myanimelist.net/anime/30484/Steins_Gate_0","https://cdn.myanimelist.net/r/50x70/images/anime/1375/93521.jpg?s=d4b7e6cbc3f675048b0f1e33adefe445"
38474,115,"Yuru Camp△ Season 2","Yuru Camp 2nd Season, Yurukyan",8.53,"TV","Manga",13,"Finished Airing","Jan 7, 2021","Apr 1, 2021","Winter","2021","Thursdays at 23:00 (JST)","Half H.P Studio, MAGES., DeNA",NA,"C-Station",NA,"CGDCT, Iyashikei",NA,"23 min. per ep.","PG-13 - Teens 13 or older",1088,211378,2952,55,59,"https://myanimelist.net/anime/38474/Yuru_Camp△_Season_2","https://cdn.myanimelist.net/r/50x70/images/anime/1255/110636.jpg?s=2b6005aafc62e746b64d224e60a5a8b4"
4282,116,"Kara no Kyoukai Movie 5: Mujun Rasen","Kara no Kyoukai: The Garden of Sinners Movie 5, Borderline of Emptiness: Paradox Spiral, The Garden of Sinners: Paradox Paradigm",8.52,"Movie","Light novel",1,"Finished Airing","Aug 16, 2008",NA,NA,NA,NA,"Notes","Aniplex of America","ufotable","Action, Drama, Mystery, Romance, Supernatural, Suspense",NA,NA,"1 hr. 54 min.","R - 17+ (violence & profanity)",987,233749,4547,29,33,"https://myanimelist.net/anime/4282/Kara_no_Kyoukai_Movie_5__Mujun_Rasen","https://cdn.myanimelist.net/r/50x70/images/anime/1574/112838.jpg?s=58d26fa18ddfe934b6795cf787d418b9"
801,117,"Koukaku Kidoutai: Stand Alone Complex 2nd GIG","Ghost In The Shell S.A.C. 2nd GIG",8.52,"TV","Manga",26,"Finished Airing","Jan 1, 2004","Jan 8, 2005","Winter","2004","Unknown","Bandai Visual, Dentsu, Victor Entertainment, Kodansha, Tokuma Shoten, Nippon Television Network","Bandai Entertainment, Manga Entertainment","Production I.G","Action, Mystery, Sci-Fi","Adult CastAdult Cast, Detective, Mecha, Military","Seinen","25 min. per ep.","R - 17+ (violence & profanity)",1034,223042,3118,20,27,"https://myanimelist.net/anime/801/Koukaku_Kidoutai__Stand_Alone_Complex_2nd_GIG","https://cdn.myanimelist.net/r/50x70/images/anime/1646/135390.jpg?s=7e946d0e4d47a6784da3336c4977b6d5"
35839,118,"Sora yori mo Tooi Basho","Uchuu yori mo Tooi Basho, A Story That Leads to the Antarctica, Yorimoi",8.52,"TV","Original",13,"Finished Airing","Jan 2, 2018","Mar 27, 2018","Winter","2018","Tuesdays at 20:30 (JST)","Movic, AT-X, Sony Music Communications, Docomo Anime Store, Kadokawa Media House, Kadokawa, NewGin, Crunchyroll SC Anime Fund",NA,"Madhouse","Adventure, Comedy, Drama",NA,NA,"23 min. per ep.","PG-13 - Teens 13 or older",432,487903,13744,228,246,"https://myanimelist.net/anime/35839/Sora_yori_mo_Tooi_Basho","https://cdn.myanimelist.net/r/50x70/images/anime/6/89879.jpg?s=273f1505d409ac20eed3e0c255a2f903"
7472,119,"Gintama Movie 1: Shinyaku Benizakura-hen","Gintama: Benizakura Arc - A New Retelling, Gintama Movie: Crimson Sakura Chapter New Edition, Gintama: Shin-yaku Benizakura-hen",8.52,"Movie","Manga",1,"Finished Airing","Apr 24, 2010",NA,NA,NA,NA,"TV Tokyo, Aniplex, Dentsu, Bandai, Warner Bros. Japan, Shueisha","Sentai Filmworks","Sunrise","Action, Comedy, Sci-Fi","Historical, Parody, Samurai","Shounen","1 hr. 35 min.","R - 17+ (violence & profanity)",1394,159782,599,17,22,"https://myanimelist.net/anime/7472/Gintama_Movie_1__Shinyaku_Benizakura-hen","https://cdn.myanimelist.net/r/50x70/images/anime/4/28803.jpg?s=1a07403e7ad052636b75f341dc5d2b73"
35843,120,"Gintama.: Porori-hen",NA,8.52,"TV","Manga",13,"Finished Airing","Oct 2, 2017","Dec 25, 2017","Fall","2017","Mondays at 01:35 (JST)","TV Tokyo, Aniplex, Dentsu, Shueisha",NA,"Bandai Namco Pictures","Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai","Shounen","23 min. per ep.","PG-13 - Teens 13 or older",1167,195037,889,19,21,"https://myanimelist.net/anime/35843/Gintama__Porori-hen","https://cdn.myanimelist.net/r/50x70/images/anime/11/88325.jpg?s=01d05bdfad24f28a33faa4c5177eb02f"
